model,label,date,expiry,tenor,sigma_mkt,sigma_mod,err_bp,path_frac
stable,Stable (dim4),2018-10-31,10,1,35.4,309.1,273.7,1.0
stable,Stable (dim4),2018-10-31,10,5,31.8,239.5,207.7,1.0
stable,Stable (dim4),2018-10-31,10,10,31.2,179.3,148.1,1.0
stable,Stable (dim4),2018-11-30,1,5,77.9,614.7,536.8,1.0
stable,Stable (dim4),2018-11-30,1,10,39.8,559.9,520.1,1.0
stable,Stable (dim4),2018-11-30,5,1,64.7,466.8,402.1,1.0
stable,Stable (dim4),2018-11-30,5,5,42.7,371.9,329.2,1.0
stable,Stable (dim4),2018-11-30,5,10,35.1,317.5,282.4,1.0
stable,Stable (dim4),2018-11-30,10,1,36.9,300.0,263.1,1.0
stable,Stable (dim4),2018-11-30,10,5,33.2,232.2,199.0,1.0
stable,Stable (dim4),2018-11-30,10,10,32.7,191.6,158.9,1.0
stable,Stable (dim4),2018-12-31,1,5,92.4,630.5,538.1,1.0
stable,Stable (dim4),2018-12-31,1,10,42.4,561.1,518.7,1.0
